"","Product","Sub.issue","Company"
"320263","Student loan","Need information about my balance/terms","AES/PHEAA"
"320273","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"320287","Student loan","Can't decrease my monthly payments","First Associates Loan Servicing LLC"
"320319","Student loan","Can't get flexible payment options","AES/PHEAA"
"320320","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"320322","Student loan","Keep getting calls about my loan","Integrity Solution Services, Inc."
"320341","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"320386","Student loan","Received bad information about my loan","AES/PHEAA"
"320425","Student loan","Keep getting calls about my loan","Expert Global Solutions, Inc."
"320442","Student loan","Can't qualify for a loan","Wells Fargo & Company"
"320453","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"320490","Student loan","Can't qualify for a loan","First Associates Loan Servicing LLC"
"320497","Student loan","Trouble with how payments are handled","AES/PHEAA"
"320500","Student loan","Can't decrease my monthly payments","Discover"
"320617","Student loan","Received bad information about my loan","AES/PHEAA"
"320663","Student loan","Can't qualify for a loan","Sallie Mae"
"320694","Student loan","Trouble with how payments are handled","AES/PHEAA"
"320745","Student loan","Trouble with how payments are handled","Expert Global Solutions, Inc."
"320758","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"320776","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"320799","Student loan","Having problems with customer service","Navient Solutions, Inc."
"320819","Student loan","Can't get flexible payment options","Collection Technology Incorporated"
"320844","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"320882","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"320934","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"320946","Student loan","Can't get flexible payment options","Sallie Mae"
"320979","Student loan","Can't get flexible payment options","AES/PHEAA"
"321011","Student loan","Need information about my balance/terms","United Student Aid (USA) Funds"
"321051","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"321060","Student loan","Need information about my balance/terms","Performant Financial Corporation"
"321147","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"321201","Student loan","Can't temporarily postpone payments","KeyBank NA"
"321223","Student loan","Can't temporarily postpone payments","Discover"
"321229","Student loan","Trouble with how payments are handled","Great Lakes"
"321254","Student loan","Can't get flexible payment options","Discover"
"321286","Student loan","Can't temporarily postpone payments","ACS Education Services"
"321296","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"321299","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"321309","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"321310","Student loan","Having problems with customer service","Lockhart, Morris & Montgomery Inc."
"321370","Student loan","Having problems with customer service","KeyBank NA"
"321389","Student loan","Trouble with how payments are handled","AES/PHEAA"
"321453","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"321547","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"321559","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"321673","Student loan","Don't agree with fees charged","Citibank"
"321757","Student loan","Trouble with how payments are handled","Citibank"
"321843","Student loan","Trouble with how payments are handled","PNC Bank N.A."
"321860","Student loan","Can't get flexible payment options","First Associates Loan Servicing LLC"
"321865","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"321918","Student loan","Can't decrease my monthly payments","Citibank"
"321948","Student loan","Received bad information about my loan","Citizens Financial Group, Inc."
"321978","Student loan","Can't get flexible payment options","Expert Global Solutions, Inc."
"322021","Student loan","Can't decrease my monthly payments","Genesis Lending"
"322071","Student loan","Can't get flexible payment options","AES/PHEAA"
"322097","Student loan","Trouble with how payments are handled","Genesis Lending"
"322100","Student loan","Can't decrease my monthly payments","Access Group"
"322101","Student loan","Received bad information about my loan","Patenaude & Felix APC"
"322138","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"322161","Student loan","Can't decrease my monthly payments","Wells Fargo & Company"
"322197","Student loan","Received bad information about my loan","ACS Education Services"
"322223","Student loan","Having problems with customer service","Navient Solutions, Inc."
"322230","Student loan","Qualify for a better loan than offered","Brazos Higher Education Servicing"
"322232","Student loan","Qualify for a better loan than offered","Wells Fargo & Company"
"322246","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"322337","Student loan","Trouble with how payments are handled","Northstar Location Services, LLC"
"322364","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"322396","Student loan","Can't decrease my monthly payments","Genesis Lending"
"322413","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"322483","Student loan","Don't agree with fees charged","Andrews & Cox, P.C."
"322535","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"322572","Student loan","Having problems with customer service","Navient Solutions, Inc."
"322614","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"322677","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"322724","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"322727","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"322732","Student loan","Trouble with how payments are handled","Discover"
"322756","Student loan","Having problems with customer service","Navient Solutions, Inc."
"322803","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"322804","Student loan","Received bad information about my loan","AES/PHEAA"
"322819","Student loan","Can't decrease my monthly payments","Discover"
"322848","Student loan","Trouble with how payments are handled","Lazega & Johanson LLC"
"322857","Student loan","Can't decrease my monthly payments","Expert Global Solutions, Inc."
"322896","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"322939","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"322946","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"322973","Student loan","Can't temporarily postpone payments","Genesis Lending"
"322977","Student loan","Can't temporarily postpone payments","JPMorgan Chase & Co."
"323045","Student loan","Trouble with how payments are handled","AES/PHEAA"
"323085","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"323094","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"323106","Student loan","Don't agree with fees charged","Expert Global Solutions, Inc."
"323128","Student loan","Received bad information about my loan","Citibank"
"323194","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"323207","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
